SUPPLIER SAMPLE NAME	SERIES	ASP-PROJ CODE-COUNTRY CODE-MMYY-PLATENO	RACK_OR_PLATE_ID	TUBE_OR_WELL_ID	ORGANISM_PART	CATCH_ID	ORDER_OR_GROUP	FAMILY	GENUS	SCIENTIFIC_NAME	LIFESTAGE	SEX	BLOOD_MEAL	GRAVIDITY	COLLECTOR_SAMPLE_ID	DATE_OF_COLLECTION	COLLECTION_LOCATION	DECIMAL_LATITUDE	DECIMAL_LONGITUDE	HABITAT	TIME_OF_COLLECTION	TIME_OF_COLLECTION.1	COLLECTION_METHOD	OUTDOORS_INDOORS	DESCRIPTION_OF_COLLECTION_METHOD	IDENTIFIED_HOW	PRESERVATION_APPROACH	PRESERVATIVE_SOLUTION	TIME_ELAPSED_FROM_COLLECTION_TO_PRESERVATION	DATE_OF_PRESERVATION	HAZARD_GROUP	REGULATORY_COMPLIANCE	VOUCHER_ID	TEMP.(°C)	HUMIDITY_(%)	WIND_DIRECTION	WIND SPEED_(km/h)	GUST SPEED_(km/h) 	RAINFALL_(mm)	SOLAR_RADIATION_(W/m²)	COLLECTED_BY	COLLECTOR_AFFILIATION	IDENTIFIED_BY	IDENTIFIER_AFFILIATION	PRESERVED_BY	PRESERVER_AFFILIATION	DATE_RECEIVED	ARRIVAL_CONDITION	SAMPLE_TYPE	PARTNER_PLATE_ID	MOSQUITO_PLATE_ID	MOSQUITO_WELL_ID	DATE_OF_DNA_EXTRACTION	ETHANOL REMOVED	BUFFER	BUFFER VOL ADDED	SAMPLE_VOLUME	DNA_STOCK_PLATE_BARCODE	DNA_STOCK_WELL_ID	DNA_QUANTIFICATION_METHOD	DNA_STOCK_CONCENTRATION	DNA_DIL_PLATE_BARCODE	DILUTION	VOL_STOCK_DNA	VOL_WATER	TOTAL_DIL_VOL	SCIOPS_PLATE_ID	SCIOPS_STUDY_ID	SCIOPS_PROJECT_ID	PARENT_RT_TICKET_NUMBER	CHILD_RT_TICKET_NUMBER	SCIOPS_MANIFEST_NUMBER	MANIFEST_SENT_TO_SCIOPS	SAMPLES_SUBMITTED_TO_SCIOPS	s_Sample	assigned	res_coarse	res_int	res_fine	n_mosquito_targets	mosquito_reads	mean_mosquito_haps	n_multiallelic	VAE_species	species_call	call_method
DN806238F_H3	696.0	ASP-BUMI-BF-2103-08	PLATE8	H3	WHOLE_ORGANISM	Tube114	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1385	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	3:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.42	94.60	199.40	3.64	11.77	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	H3	20210429	Y	C	60.0	20.0	MOZZ00000953A	H3			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_H3	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	13471.0	1.8	10.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_A4	697.0	ASP-BUMI-BF-2103-08	PLATE8	A4	WHOLE_ORGANISM	Tube114	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1385	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	3:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.42	94.60	199.40	3.64	11.77	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	A4	20210429	Y	C	60.0	20.0	MOZZ00000953A	A4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_A4	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	12611.0	1.6333333333333333	5.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_B4	698.0	ASP-BUMI-BF-2103-08	PLATE8	B4	WHOLE_ORGANISM	Tube114	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1385	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	3:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.42	94.60	199.40	3.64	11.77	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	B4	20210429	Y	C	60.0	20.0	MOZZ00000953A	B4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_B4	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	37767.0	1.6666666666666667	3.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_C4	699.0	ASP-BUMI-BF-2103-08	PLATE8	C4	WHOLE_ORGANISM	Tube115	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1413	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	1:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.44	93.60	190.90	4.54	13.61	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	C4	20210429	Y	C	60.0	20.0	MOZZ00000953A	C4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_C4	True	Pyretophorus_series	Anopheles_gambiae_complex		59.0	18161.0	1.5593220338983051	5.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_D4	700.0	ASP-BUMI-BF-2103-08	PLATE8	D4	WHOLE_ORGANISM	Tube115	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1413	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	1:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.44	93.60	190.90	4.54	13.61	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	D4	20210429	Y	C	60.0	20.0	MOZZ00000953A	D4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_D4	True	Pyretophorus_series	Anopheles_gambiae_complex		58.0	6911.0	1.6206896551724137	5.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_E4	701.0	ASP-BUMI-BF-2103-08	PLATE8	E4	WHOLE_ORGANISM	Tube115	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1413	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	1:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.44	93.60	190.90	4.54	13.61	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	E4	20210429	Y	C	60.0	20.0	MOZZ00000953A	E4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_E4	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	6755.0	1.5166666666666666	4.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_F4	702.0	ASP-BUMI-BF-2103-08	PLATE8	F4	WHOLE_ORGANISM	Tube116	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1414	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.39	94.10	193.70	2.74	12.71	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	F4	20210429	Y	C	60.0	20.0	MOZZ00000953A	F4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_F4	True	Pyretophorus_series	Anopheles_gambiae_complex		58.0	17429.0	1.6206896551724137	3.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_G4	703.0	ASP-BUMI-BF-2103-08	PLATE8	G4	WHOLE_ORGANISM	Tube116	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1414	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.39	94.10	193.70	2.74	12.71	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	G4	20210429	Y	C	60.0	20.0	MOZZ00000953A	G4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_G4	True	Pyretophorus_series	Anopheles_gambiae_complex		60.0	7212.0	1.85	16.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_H4	704.0	ASP-BUMI-BF-2103-08	PLATE8	H4	WHOLE_ORGANISM	Tube116	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1414	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.39	94.10	193.70	2.74	12.71	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	H4	20210429	Y	C	60.0	20.0	MOZZ00000953A	H4			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_H4	True	Pyretophorus_series	Anopheles_gambiae_complex		61.0	15821.0	1.4262295081967213	3.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_A5	705.0	ASP-BUMI-BF-2103-08	PLATE8	A5	WHOLE_ORGANISM	Tube116	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1414	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	2:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.39	94.10	193.70	2.74	12.71	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	A5	20210429	Y	C	60.0	20.0	MOZZ00000953A	A5			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_A5	True	Pyretophorus_series	Anopheles_gambiae_complex		61.0	20431.0	1.5245901639344261	0.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_B5	706.0	ASP-BUMI-BF-2103-08	PLATE8	B5	WHOLE_ORGANISM	Tube117	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1415	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	3:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.42	94.60	199.40	3.64	11.77	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	B5	20210429	Y	C	60.0	20.0	MOZZ00000953A	B5			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_B5	True	Pyretophorus_series	Anopheles_gambiae_complex		61.0	26330.0	1.721311475409836	2.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_C5	707.0	ASP-BUMI-BF-2103-08	PLATE8	C5	WHOLE_ORGANISM	Tube117	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1415	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	3:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.42	94.60	199.40	3.64	11.77	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	C5	20210429	Y	C	60.0	20.0	MOZZ00000953A	C5			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_C5	True	Pyretophorus_series	Anopheles_gambiae_complex		55.0	4824.0	1.4181818181818182	0.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_D5	708.0	ASP-BUMI-BF-2103-08	PLATE8	D5	WHOLE_ORGANISM	Tube117	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1415	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	3:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.42	94.60	199.40	3.64	11.77	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	D5	20210429	Y	C	60.0	20.0	MOZZ00000953A	D5			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_D5	True	Pyretophorus_series	Anopheles_gambiae_complex		59.0	12530.0	1.5254237288135593	3.0	Anopheles_gambiae	Anopheles_gambiae	VAE
DN806238F_E5	709.0	ASP-BUMI-BF-2103-08	PLATE8	E5	WHOLE_ORGANISM	Tube117	Diptera	Culicidae	Anopheles	Anopheles gambiae group_guess 	ADULT	FEMALE	N	N	BF.PL.17-1415	2017-08-23	BURKINA FASO | HAUTS-BASSINS | HOEUT | ARRONDISSEMENT N°5 DE BOBO-DIOULASSO | PALA 	11.150568	-4.234414	SUBURBAN AREA	3:00:00	PT1H	HUMAN_LANDING_CATCH	OUTDOORS	A person sits indoor or outdoor the house with his lower leg exposed and collects all the mosquitoes that come for a blood meal using a mosquito aspirator	Taxon expert, morphology	Kill method: Knocked out in the freezer at - 20 °C for 15 minutes. Preservation1: Grouped in a pool of at most 10 in a 2 ml eppendorf tube with 80% ethanol (~ 1.6ml) and stored at room temperature for 4 years. Preservation2: moved individually to PCR plate well with 200µl of 80% ethanol and stored at room temperature before shipping. 	80%_ETHANOL	NOT_COLLECTED	2017-08-23	HG1	Y	NOT_APPLICABLE	22.42	94.60	199.40	3.64	11.77	0.00	0.60	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	FRANCK ADAMA YAO 	INSTITUT DE RECHERCHE EN SCIENCES DE LA SANTE	20210419.0	good	whole adult	PLATE8	MOZZ00000953A	E5	20210429	Y	C	60.0	20.0	MOZZ00000953A	E5			GDNA00000690A	1:10	2	18	20	DN806238F	6471.0	3508.0	719287.0	719431.0	17065.0	2021-06-25	2021-06-25	DN806238F_E5	True	Pyretophorus_series	Anopheles_gambiae_complex		57.0	7119.0	1.5087719298245614	3.0	Anopheles_arabiensis	Anopheles_arabiensis	VAE
